,name,username,user_id,verified,location,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type
1344,Alex Fuentes,alexfuentesATS,1.0062198249833636e+18,False,"Texas, USA",Twitter for iPhone,es,@carlosBR0701 @Faitelson_ESPN Since when is the @miseleccionmx shirt a patriotic symbol? Please don't suck,False,['1597265738234204160'],1597265738234204160,2022-11-28 16:26:42+00:00,replied_to
1345,Omar Frías Morales,FriasMorales,1089068359.0,False,,Twitter for Android,es,"@miseleccionmx @Lc24C The only good one, but that Alvarado is a tremendous farce from Chivas",False,['1597265717199458304'],1597265717199458304,2022-11-28 16:26:37+00:00,replied_to
1346,Albert Gullen,AlbertGullen,1.235699114169348e+18,False,MX-US-DE,Twitter Web App,es,@miseleccionmx @Lc24C On the return flight on Thursday? :v,False,['1597265708991512578'],1597265708991512578,2022-11-28 16:26:35+00:00,replied_to
1347,Dante Mendieta,Dmc18_,135571099.0,False,,Twitter for Android,es,@miseleccionmx @Lc24C You better come back https://t.co/D83b0YA0zl,False,['1597265688699097090'],1597265688699097090,2022-11-28 16:26:30+00:00,replied_to
1348,𝖧𝗂𝗎𝗋𝗂𝖼𝗁,hiurich,71043458.0,False,,Twitter,es,Iker Casillas criticizes Ochoa's performance against Argentina https://t.co/gDAgzEHY9E #Tri #MiSeleccionMX,False,['1597265677710073856'],1597265677710073856,2022-11-28 16:26:27+00:00,
1349,DANIEL TRUJILLO,DTRUJAS,104541735.0,False,"LEON, GTO",Twitter for iPhone,es,C Tangana will take us to the fifth game that is great https://t.co/I4EeYBnLr3,False,['1597265661893308417'],1597265661893308417,2022-11-28 16:26:24+00:00,quoted
1350,Cxpi Cxmpos⚽️ 🇲🇽,CapiCamposs,2241459391.0,False,Liam Yu,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx That, precisely that, is the thought that has us super screwed, we are the ""stiramano"" society and that is why that mentality has us very, very screwed. The Mexican does not know his worth and what his word can do.",False,['1597265627076784130'],1597265627076784130,2022-11-28 16:26:15+00:00,replied_to
1351,Paco Escobar,fesc0bar,587098505.0,False,localhost,Twitter for iPhone,es,@Canelo I only saw @miseleccionmxEN @miseleccionmx sweeping the dignity of Mexico with the shirt and the flag. Team with such mediocre mentality https://t.co/ZomqGUQ7yd,False,['1597265620092887040'],1597265620092887040,2022-11-28 16:26:14+00:00,replied_to
1352,Wuicho_pimienta,pimienta_wuicho,1.2739890803474842e+18,False,,Twitter for iPhone,es,@miseleccionmx @Lc24C Best 🏊,False,['1597265604494635011'],1597265604494635011,2022-11-28 16:26:10+00:00,replied_to
1353,Alex R San Millan,alexrsanmillan,285275003.0,False,,Twitter for Android,fr,@miseleccionmx @Lc24C Messi https://t.co/puNRZvtqoO,False,['1597265591714611201'],1597265591714611201,2022-11-28 16:26:07+00:00,replied_to
1354,GengarArgento,GengarArgento,1.586809984582488e+18,False,,Twitter for iPhone,en,"@miseleccionmx @Lc24C 🚀Join active group 👇🏽, don’t forget to thank me later🔥deleting link soon

https://t.co/8eG49bj6cC",False,['1597265529466949632'],1597265529466949632,2022-11-28 16:25:52+00:00,replied_to
1355,quimey elias,quimeyaconcagua,1488887689.0,False,,Twitter for Android,qme,@miseleccionmx https://t.co/hR4lPf2Do2,False,['1597265501553823745'],1597265501553823745,2022-11-28 16:25:45+00:00,replied_to
1356,soybuzik1977,chuchosabag11,8.118507039539855e+17,False,,Twitter for iPhone,qme,@miseleccionmx @Lc24C https://t.co/67dQYVGgqP,False,['1597265487381266432'],1597265487381266432,2022-11-28 16:25:42+00:00,quoted
1357,Chris (Kittan),Kittan06,506952542.0,False,guadalajara,Twitter for iPhone,es,@RauwRm @miseleccionmx Leave the best generation of our history alone,False,['1597265484529152003'],1597265484529152003,2022-11-28 16:25:41+00:00,replied_to
1358,Saul Villeda,SaulV05,1.519380320797266e+18,False,,Twitter for iPhone,es,🧠 Focused. 💆🏻‍♂️ #MéxicoDeMiVida https://t.co/WwqRYvFgye,False,['1597265454099464194'],1597265454099464194,2022-11-28 16:25:34+00:00,
1359,SDP Noticias,sdpnoticias,31907515.0,True,"Ciudad de México, México",Twitter for Android,es,"@JuanJac80880214 @miseleccionmx @UnVasoDeLALA Do not hesitate, we may see them in 2026, to continue breaking records 😂😂😂 because it seems that it matters the most.",False,['1597265448051310595'],1597265448051310595,2022-11-28 16:25:33+00:00,replied_to
1360,MArtin BArrios,MArtinBArrios80,63322780.0,False,TEnochtitlan,Twitter for iPhone,es,"@miseleccionmx It is preferable for Saudi Arabia to pass, they better lose!",False,['1597265438760898561'],1597265438760898561,2022-11-28 16:25:31+00:00,replied_to
1361,Lucia,lukasvalt,128621764.0,False,,Twitter for Android,es,@AlvaritoMorales Because he was so angry at Messi's alleged lack of respect for the mediocre @miseleccionmx's shirt (because of a kick that doesn't exist) and because @Canelo's fight-tying bulge did not threaten the trunk of @CH14_ when he did vote Mexican flag and not a filthy shirt...,False,['1597265409593708544'],1597265409593708544,2022-11-28 16:25:24+00:00,replied_to
1362,Jaime Pliego,jaimepliegogome,3249944012.0,False,,Twitter for Android,es,@RicardoBSalinas @miseleccionmx Uncle... Maybe he wants you to go and give the criminals and drug dealers a few blows!!! .... 😂🤭 https://t.co/oWomu1jp96,False,['1597265406049198082'],1597265406049198082,2022-11-28 16:25:23+00:00,replied_to
1363,Noel,Noelmmm,150315648.0,False,,Twitter for iPhone,it,@xnt @miseleccionmx Hahahaha Vi!!!,False,['1597265400219463680'],1597265400219463680,2022-11-28 16:25:21+00:00,replied_to
1364,ROMI,irvin_romat,1.2969253410767503e+18,False,🇲🇽,Twitter for iPhone,qme,@eliasquijadag @Canelo @miseelectionmx https://t.co/rTmy26l9pv,False,['1597265345576046593'],1597265345576046593,2022-11-28 16:25:08+00:00,replied_to
1365,Roberthino,roberthino10,86867320.0,False,UNAM-Ciencias.,Twitter for iPhone,es,@miseleccionmx Hopefully they put something more than the mind…,False,['1597265299560370182'],1597265299560370182,2022-11-28 16:24:57+00:00,replied_to
1366,Teo 👑,TeoHannsen,1.5963317997303398e+18,False,"Pozuelo de Alarcón, España",Twitter for iPhone,es,@miseleccionmx Ball of assholes,False,['1597265266786070529'],1597265266786070529,2022-11-28 16:24:50+00:00,replied_to
1367,Dann Rosales,Moshereskoe,1.595472174349009e+18,False,,Twitter for Android,es,"They knew that if @miseleccionmx loses, @afa can be left out of the World Cup 😅 #soloporchingar https://t.co/1AP1M3Ept1",False,['1597265224393928704'],1597265224393928704,2022-11-28 16:24:39+00:00,
1368,Oscar Sànchez,yonosoydiyei,231331963.0,False,México 📬,Twitter for Android,es,"@tntsportsmex @miseleccionmx Well, since it depends on you, not so much, but we wish you the best, and that includes winning, drawing or losing. Something good must come out of this.",False,['1597265199869804545'],1597265199869804545,2022-11-28 16:24:34+00:00,replied_to
1369,Miguel Angel Salgado,_miguel_salgado,128340144.0,False,Coyoacan df,Twitter for Android,es,"@miseleccionmx hahahahahahahahahahahahahahahaha!!!!!
😅😂🤣😅😂🤣😅😂🤣😅😂
We better laugh at you
#ImaginemosCosasChingonas https://t.co/70IvB8p3Zh",False,['1597265172045115396'],1597265172045115396,2022-11-28 16:24:27+00:00,
1370,𝕸𝕺𝖚𝕺: 𝕯𝖔𝖔𝖒𝖊𝖉,Cerere11,1.2844720993572372e+18,False,,Twitter for iPhone,es,The good thing about eliminating @miseleccionmx is that the @Rayados players arrived very on time. #FIFAWorldCup,False,['1597265137593118721'],1597265137593118721,2022-11-28 16:24:19+00:00,
1371,Guillermo Sosa,GuilleSos,1.4777119722170737e+18,False,,Twitter Web App,es,@miseleccionmx Fake mediocre ball and suitcases,False,['1597265119670849536'],1597265119670849536,2022-11-28 16:24:14+00:00,replied_to
1372,XEU Deportes,xeudeportesmx,1.4618205654722314e+18,False,"Veracruz, México",Twitter for iPhone,es,"Let's stop being stupid! #Messi Yes, he steps on and kicks the #miseleccionmx #SeleccionMexicana shirt that is used and done in soccer to humiliate the rival here the important thing is who does it and how! #Messi is a public figure, an example for millions of children",False,['1597265117728886784'],1597265117728886784,2022-11-28 16:24:14+00:00,
1373,Eduardo,Eduardo03858668,1.190335102582231e+18,False,,Twitter for Android,es,"@miseleccionmx This is the main cancer of the national team, it also has to go #FueraYonDeLuisa https://t.co/JywsNdrMiQ",False,['1597265068269645824'],1597265068269645824,2022-11-28 16:24:02+00:00,replied_to
1374,Teófilo Huerta,teohuerta,41181175.0,False,México,Twitter for iPhone,es,@ThemexicanReal1 @miseleccionmx Poland will beat Argentina,False,['1597265064603848705'],1597265064603848705,2022-11-28 16:24:01+00:00,replied_to
1375,Giovanni Montelongo,giomontelongo,133473392.0,False,Culiacan Sinaloa,Twitter for Android,es,"Dear @aguerosergiokun, Mr. @Canelo's webon wants to hit @Ieomessiok, it's more because of the sarandeada they put on the @miseleccionmx webons, sorry, not all Mexicans are canelo #canelonomerepresents",False,['1597265062846402561'],1597265062846402561,2022-11-28 16:24:01+00:00,
1376,adal cervanutre,maydelapelotita,360641949.0,False,,Twitter for Android,es,@tntsportsmex @miseleccionmx Coladera ochoa la porra greets you 🤬🤬🤬,False,['1597265050670354433'],1597265050670354433,2022-11-28 16:23:58+00:00,replied_to
1377,Juan Jaime,JuanJaime1000,3471073880.0,False,,Twitter for iPhone,es,@Santilulab @VaIverdeGoat @miseleccionmx No mms does not bring anything world champion this world cup I don't think so either,False,['1597265038582362112'],1597265038582362112,2022-11-28 16:23:55+00:00,replied_to
1378,Nos siguen pegando,jos_1987,88573856.0,False,,Twitter Web App,es,@miseleccionmx you are capable of winning,False,['1597265031590469637'],1597265031590469637,2022-11-28 16:23:53+00:00,replied_to
1379,EL SILENCIADOR,el_22739,326407149.0,False,Mexico,Twitter for iPhone,es,"@miseleccionmx Don't put Raul in anymore, they don't understand that he already plays with fear, he doesn't run anymore, he doesn't risk, but he has his reason, he shouldn't be playing or having to be selected, let alone the louse and HH",False,['1597264997746642945'],1597264997746642945,2022-11-28 16:23:45+00:00,replied_to
1380,Jesuzo González,Jesuzo23,153878418.0,False,,Twitter for iPhone,es,"@adrianm10 @latinus_us It is the best of the World Cup, in fact, more than the participation of @miseleccionmx 😂",False,['1597264982806126592'],1597264982806126592,2022-11-28 16:23:42+00:00,replied_to
1381,LuisFer Guadarrama,lusferguadalag,1.5595745675841618e+18,False,"Los Reyes, Michoacán de Ocampo",Twitter for iPhone,ar,"It is clear that they are competitors, and God willing, we will qualify, after which our psyche will be adorned https://t.co/TkcdaqKWp8",False,['1597264971598995456'],1597264971598995456,2022-11-28 16:23:39+00:00,
1382,Pelado Leproso,ElianNewells74,1.5876524607803924e+18,False,,Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx Uncle tune up my car 🙏,False,['1597264889164488706'],1597264889164488706,2022-11-28 16:23:19+00:00,replied_to
1383,martin =),chismutas,7.501489559216701e+17,False,hungria ,Twitter for iPhone,qme,@miseleccionmx @UnVasoDeLALA @NotiTuit https://t.co/sjLgev63LQ,False,['1597264861301735424'],1597264861301735424,2022-11-28 16:23:13+00:00,replied_to
1384,🏆 VALVERDE BICAMPEÓN 🏆,juanvalver_de,178913165.0,False,"San Francisco del Rincón, Guan",Twitter for iPhone,es,@miseleccionmx Just let him go back to Mexico and I'll go tell him about his mother,False,['1597264856910290946'],1597264856910290946,2022-11-28 16:23:12+00:00,replied_to
1385,@jlElBati,jlelbati,1.3839019108647813e+18,False,,Twitter for Android,cs,@miseleccionmx CHASRPMYASRPP,False,['1597264854053974018'],1597264854053974018,2022-11-28 16:23:11+00:00,replied_to
1386,Eduardo Romero Fernández,Eduardo63851486,1.5408314013517169e+18,False,,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx Uncle Richi, stop global warming 😖😂😂",False,['1597264852874981377'],1597264852874981377,2022-11-28 16:23:11+00:00,replied_to
1387,toby01_12,toby01_12,1.5536340654457528e+18,False,con tu hermana,Twitter for iPhone,es,@jjchavezjesus @Faitelson_ESPN @miseleccionmx That's right!!!,False,['1597264798252929024'],1597264798252929024,2022-11-28 16:22:58+00:00,replied_to
1388,Os Perea,OsPerea18,4220731.0,False,CDMX • Gotham,Twitter for iPhone,es,@Ia__BeILezza El Tata Martino and his Mexican team @miseleccionmx,False,['1597264796402884613'],1597264796402884613,2022-11-28 16:22:57+00:00,replied_to
1389,MDumas,MDumas35539072,1.4523440859357635e+18,False,,Twitter for Android,es,@libertaddevoz @adn40 @miseleccionmx @soyhernanh @maraduron10 @Canelo Do you jump on her? 🤔 Do you have evidence or are you just writing because you have fingers.,False,['1597264788576669696'],1597264788576669696,2022-11-28 16:22:55+00:00,replied_to
1390,tomas espinosa,TomasEsp1917,561290381.0,False,,Twitter for iPhone,es,"@IngridMarketing 😢 leave my @miseleccionmx alone, Ingrid",False,['1597264787624206341'],1597264787624206341,2022-11-28 16:22:55+00:00,replied_to
1391,Enrique Diaz,Enrique82807905,1.1536810443458847e+18,False,,Twitter for Android,es,"@miseleccionmx Today in this team there are players who are doing a lot of damage instead of helping and they are getting in the way. They should have credibility and recognize that today they are a hindrance to the team. I think we had better young people than them but since they didn't have the balls for Acer, they went to a side",False,['1597264730263281665'],1597264730263281665,2022-11-28 16:22:42+00:00,replied_to
1392,Alejandro Razo®,alexrazo_,2232281006.0,False,En todos lados,Twitter for iPhone,es,"@miseleccionmx Run to tata already but I don't care about the result of Mexico anymore, take out that failure",False,['1597264727553773570'],1597264727553773570,2022-11-28 16:22:41+00:00,replied_to
1393,carlos from the hill,Too__tall_,1014833490.0,False,"New Mexico, USA",Twitter for Android,qme,@tntsportsmex @miseleccionmx https://t.co/nHHptGNhYy,False,['1597264705953075200'],1597264705953075200,2022-11-28 16:22:36+00:00,replied_to
1394,chucho dread,chuchodread,223365467.0,False,"Dublin City, Ireland",Twitter for iPhone,qme,@miseleccionmx @juegodedoce @XiaomiMexico #FueraTata,False,['1597264664102318081'],1597264664102318081,2022-11-28 16:22:26+00:00,replied_to
1395,anguiano,gigo_jose,2262128533.0,False,,Twitter Web App,es,"#NewDay | 👉📹🇲🇽🇦🇷This is the video that upset @Canelo, and for which he threatened Lionel Messi. @fifaworldcup_es, @Argentina, @miseleccionmx

#canelomessi #canelovsmessi #Messi #Canelo #NoticiasFalcón https://t.co/Q3xR2XVoXD",False,['1597264658901045248'],1597264658901045248,2022-11-28 16:22:25+00:00,
1396,Leo,LeoSachz,1.0345846673982587e+18,False,Mordor,Twitter for iPhone,qme,@miseleccionmx https://t.co/zpFdbbXWqE,False,['1597264653536886784'],1597264653536886784,2022-11-28 16:22:23+00:00,replied_to
1397,Mario Alberto Garcia,MarioGl1998,7.537222826781614e+17,False,"Saltillo, Coahuila de Zaragoza",Twitter for Android,es,"@Pipen_Ochoa @realidadamerica @rpaozm @miseleccionmx I disagree with Ochoa's 5, I think it should be at least 7, Herrera guilty of Messi's goal should have a 4, failed. I don't understand his silly run to leave the genius alone. On the rest I agree.",False,['1597264508669812736'],1597264508669812736,2022-11-28 16:21:49+00:00,replied_to
1398,Bandolero_10,liolope,478169078.0,False,United States,Twitter for Android,es,"@adn40 @miseleccionmx @soyhernanh @maraduron10 He is not doing any offense, I feel that the subject is exaggerated a lot in times where we tend to exaggerate everything.",False,['1597264502508388353'],1597264502508388353,2022-11-28 16:21:47+00:00,replied_to
1399,Hulkabert Nordisk 🇩🇰,PopCorn_Lord,199196176.0,False,Asgard esq. Valhalla ,Twitter for iPhone,es,@miseleccionmx @UnVasoDeLALA You better come back in good spirits... don't make us go through more sorrows! And tell the Argentine pinché de Mier…. Don't come back!,False,['1597264496590192643'],1597264496590192643,2022-11-28 16:21:46+00:00,replied_to
1400,Guillermo Ceballos,GCeballosV,2513846317.0,False,"Monterrey, Nuevo León",Twitter for iPhone,es,@miseleccionmx I have faith 🇲🇽❤️,False,['1597264443360284672'],1597264443360284672,2022-11-28 16:21:33+00:00,replied_to
1401,Pedraza,pedraza153,8.251798612243497e+17,False,,Twitter for Android,es,Hehe be careful @rogelio7funes don't go kicking the @miseleccionmx shirt that says disappointment because @Canelo is going to break your Mauser haha treat her badly for me 🤬 https://t.co/ImoNJyhhCZ,False,['1597264435831152640'],1597264435831152640,2022-11-28 16:21:31+00:00,quoted
1402,BeTo Glez,BetoGlezL,99165884.0,False,"Miami, FL",Twitter for Android,es,"@JustNobody_SAD @cerveceandoo @GrunerBaron @beenjaolmoss @miseleccionmx But with living relatives, no need to jump over a wall or clean up the gringos' shit 🤫",False,['1597264427572924416'],1597264427572924416,2022-11-28 16:21:29+00:00,replied_to
1403,Elías Noriega García,eliasnoriega,56608000.0,False,Acapulco,Twitter for Android,es,@jorgelu5809 Messi stepped on her maybe and even in an accident while everyone @miseleccionmx shit on her,False,['1597264399546257408'],1597264399546257408,2022-11-28 16:21:23+00:00,replied_to
1404,Alejandro Jiménez Guerrero,Alextjim,8.639478995199017e+17,False,,Twitter for iPhone,es,@MiguelAngelBris @miseleccionmx If we remember when they won with other Mexican coaches… https://t.co/RlPn7PxRwf,False,['1597264365509808128'],1597264365509808128,2022-11-28 16:21:15+00:00,replied_to
1405,Jesús Serrano,jesus_fcb03,1.5839969488680591e+18,False,"Yon de Luisa, Chinga tu madre.",Twitter for Android,es,"@miseleccionmx @UnVasoDeLALA How many fucking anti-Mexican (Mexican) people there are. Better not watch football and that's it. If you are not going to support, look for another sport.",False,['1597264339446411264'],1597264339446411264,2022-11-28 16:21:08+00:00,replied_to
1406,daniel chavez,danielchaino,952553504.0,False,,Twitter for Android,es,"What international bears with @Canelo and @miseleccionmx!
What a need to humiliate ourselves more.
🐼🐼🐼🐼",False,['1597264319162433536'],1597264319162433536,2022-11-28 16:21:04+00:00,
1407,Jose Daniel,danii240sx,359737671.0,False,"Monterrey, Nuevo León",Twitter for iPhone,es,@miseleccionmx Just one game for poop Martino to leave 🙏🏼🙏🏼🙏🏼🥹🥹,False,['1597264295741755392'],1597264295741755392,2022-11-28 16:20:58+00:00,replied_to
1408,Sandra E,PrincessAzulita,88113585.0,False,The moon,Twitter for Android,es,"instead of enjoying
#CameroonvsSerbia and
#ghanavskorea are still crying over @miseleccionmx's panochons",False,['1597264268906606594'],1597264268906606594,2022-11-28 16:20:52+00:00,
1409,FERNANDO HERNANDEZ,ferrucomx69,579378768.0,False,Iceland,Twitter for Android,es,"@quiquegaray @FMF @LigaBBVAMX @miseleccionmx But it's a private business, with investors, they risk their money, so they can manage it however they want.
If someone does not like the product, then do not consume it, and that's it!",False,['1597264251021717504'],1597264251021717504,2022-11-28 16:20:47+00:00,replied_to
1410,CONCIENCIAPORELPAIS,concienciaxcol,9.01535853431935e+17,False,,Twitter for Android,qme,@miseleccionmx https://t.co/zx7Y2NWEgs,False,['1597264232579751941'],1597264232579751941,2022-11-28 16:20:43+00:00,replied_to
1411,peterhdez,peterhdez4,2382750811.0,False,,Twitter Web App,es,@miseleccionmx pure slapstick!,False,['1597264222123339776'],1597264222123339776,2022-11-28 16:20:40+00:00,replied_to
1412,Facundo.exe,FacundoEQ_,528187879.0,False,"San Isidro, Argentina",Twitter for Android,in,Learn @miseleccionmx https://t.co/V9GQ9XUXY9,False,['1597264118636982272'],1597264118636982272,2022-11-28 16:20:16+00:00,quoted
1413,Jose Pedro,josepedroapodac,7.898754390659277e+17,False,"Hermosillo, Sonora",Twitter for Android,es,"On the @MetrobusCDMX screens they already announce an emotional support service if @miseleccionmx does not make it to the 4th final

@AmauriWayne's million-dollar idea has come true",False,['1597264114014834688'],1597264114014834688,2022-11-28 16:20:15+00:00,
1414,Dr.Enrique Acosta,CostalKuke,1.558819837832487e+18,False,,Twitter for Android,es,"@ALFREDOSAADEV @miseleccionmx @Canelo @RedAMLOmx @FMF @afa @CFKArgentina @Francis73914361 Haber. The problem of you petrists see what is not. When you have the true version speak. You will not tell false testimonies or lies... little lying shepherd.
Here is what happened...Messi took off his booty. And stop talking 💩. https://t.co/RaMvsb4Qet",True,['1597264094985211904'],1597264094985211904,2022-11-28 16:20:10+00:00,replied_to
1415,El_Hurts95,EHurts95,1.4012906801488896e+18,False,,Twitter for Android,es,"@chamuquirijillo @Canelo Exactly, I only saw him cleaning the floor with @miseleccionmx",False,['1597264090241855489'],1597264090241855489,2022-11-28 16:20:09+00:00,replied_to
1416,siul05,siul05,104220323.0,False,,Twitter for Android,es,"@erickscience7 @PibeSivori @miseleccionmx I have no idea, do you know what a Mexican does when he sees a peredon?? Or when he sees an American.? Or when he finds a burger joint.? Or when he sees a kilo of flour? Ahahahahahahahahaha",False,['1597264069001498624'],1597264069001498624,2022-11-28 16:20:04+00:00,replied_to
1417,Alex Fuentes,alexfuentesATS,1.0062198249833636e+18,False,"Texas, USA",Twitter Web App,es,"#miseleccionmx #KSAMEX #Qatar2022 #QatarWorldCup2022
and that one, it will not be our future, it is the worst https://t.co/TElMoQH6KL",False,['1597264039981199361'],1597264039981199361,2022-11-28 16:19:57+00:00,
1418,Omar Frías Morales,FriasMorales,1089068359.0,False,,Twitter for Android,es,"How ridiculous the @FMF looks keeping ""Tata"" on the bench, for what could be the last game of @miseleccionmx in #Qatar2022",False,['1597264031643217921'],1597264031643217921,2022-11-28 16:19:55+00:00,
1419,Albert Gullen,AlbertGullen,1.235699114169348e+18,False,MX-US-DE,Twitter for iPhone,es,"@fersch_4 seek to minimize the mediocrity of @miseleccionmx's game with something that never passes as an insult

instead of demanding the useless players start looking for excuses",False,['1597264016950235136'],1597264016950235136,2022-11-28 16:19:52+00:00,replied_to
1420,Dante Mendieta,Dmc18_,135571099.0,False,,Twitter for Android,es,@Dinastiaguila @miseleccionmx And if they lose. What do not put more. But even in that the ca..n,False,['1597264002983546882'],1597264002983546882,2022-11-28 16:19:48+00:00,replied_to
1421,𝖧𝗂𝗎𝗋𝗂𝖼𝗁,hiurich,71043458.0,False,,Twitter for iPhone,es,Let's see if they at least have self-esteem @miseleccionmx,False,['1597263975154319360'],1597263975154319360,2022-11-28 16:19:42+00:00,
1422,DANIEL TRUJILLO,DTRUJAS,104541735.0,False,"LEON, GTO",Twitter for iPhone,es,"@miseleccionmx Salv pinche mugrero, rat project",False,['1597263946414985216'],1597263946414985216,2022-11-28 16:19:35+00:00,replied_to
1423,Cxpi Cxmpos⚽️ 🇲🇽,CapiCamposs,2241459391.0,False,Liam Yu,Twitter for Android,en,@tntsportsmex @miseleccionmx Easy easy,False,['1597263864902877185'],1597263864902877185,2022-11-28 16:19:15+00:00,replied_to
1424,Paco Escobar,fesc0bar,587098505.0,False,localhost,Twitter for iPhone,es,"Perhaps if @miseleccionmx does not advance to the round of 16 it would be positive to reinforce the @LigaBBVAMX; that it be a long tournament without a league, that the champion be by points, that we return to liberators, that foreigners are reduced and basic forces increase, etc. https://t.co/h3Zf9il7to",False,['1597263854722916352'],1597263854722916352,2022-11-28 16:19:13+00:00,quoted
1425,Wuicho_pimienta,pimienta_wuicho,1.2739890803474842e+18,False,,Twitter for Android,es,"@Ramiro_Escoto @FIFAWorldCup @miseleccionmx Don't stain Ramiro, don't get caught up in that, Messi took off his shoe and taking it off in the natural movement gives a little touch to the shirt, that's all, there's nothing else",False,['1597263759772651520'],1597263759772651520,2022-11-28 16:18:50+00:00,replied_to
1426,Alex R San Millan,alexrsanmillan,285275003.0,False,,Twitter for iPhone,es,"@miseleccionmx Gallardo has impressed me, he is that player who comes back to life every 4 years. If everyone played with that intensity another rooster would crow for us",False,['1597263756656283648'],1597263756656283648,2022-11-28 16:18:49+00:00,replied_to
1427,GengarArgento,GengarArgento,1.586809984582488e+18,False,,Twitter for Android,es,"RIVAL PREPARATION!

The Saudi Arabian National Team is already preparing the match against @miseleccionmx

The ""Green Eagles"" go for everything!

#RutaQatarTVCD #KSA #MEX https://t.co/WBzz4JQGw5",False,['1597263688901496833'],1597263688901496833,2022-11-28 16:18:33+00:00,
1428,quimey elias,quimeyaconcagua,1488887689.0,False,,Twitter for Android,es,"I cannot bear that people who do not have the slightest respect for the Mexican fans continue to be idolized.
I can't understand how someone still has a pedestal to the players of @miseleccionmx
(The image is only because it was just the game against @afa) https://t.co/Gi2lKfhlS9",False,['1597263686489763841'],1597263686489763841,2022-11-28 16:18:33+00:00,
1429,soybuzik1977,chuchosabag11,8.118507039539855e+17,False,,Twitter for Android,es,@miseleccionmx Look mom without goals!!! Hahahahahaha https://t.co/uTC7sfDqEe,False,['1597263655380217856'],1597263655380217856,2022-11-28 16:18:25+00:00,replied_to
1430,Chris (Kittan),Kittan06,506952542.0,False,guadalajara,Twitter for Android,es,@miseleccionmx Let's go Mexican team,False,['1597263615681212416'],1597263615681212416,2022-11-28 16:18:16+00:00,replied_to
1431,Saul Villeda,SaulV05,1.519380320797266e+18,False,,Twitter for iPhone,es,@miseleccionmx And what are those mummies doing there?,False,['1597263604104904705'],1597263604104904705,2022-11-28 16:18:13+00:00,replied_to
1432,SDP Noticias,sdpnoticias,31907515.0,True,"Ciudad de México, México",Twitter for iPhone,es,@miseleccionmx Tata Martino celebrating with the Argentina team. Out with Tata Martino!!! https://t.co/lbBuYKGGjo,False,['1597263566469754881'],1597263566469754881,2022-11-28 16:18:04+00:00,replied_to
1433,MArtin BArrios,MArtinBArrios80,63322780.0,False,TEnochtitlan,Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx People think Batman is my uncle Richard,False,['1597263532285784064'],1597263532285784064,2022-11-28 16:17:56+00:00,replied_to
1434,Lucia,lukasvalt,128621764.0,False,,Twitter for iPhone,es,"⚽ @miseleccionmx's third match at the @FIFAWorldCup will be key; By the way, we invite you to learn about the sports and cultural links between Mexico and Saudi Arabia in the series ""Four Nations through soccer"" 🇲🇽🇸🇦. Be aware! @SRE_mx @Embamex_ASA https://t.co/aOrVwqTUyp",False,['1597263504947712000'],1597263504947712000,2022-11-28 16:17:49+00:00,
1435,Jaime Pliego,jaimepliegogome,3249944012.0,False,,Twitter for iPhone,es,@miseleccionmx practice a lot to continue being worth mothers!! 😂 better do nothing.,False,['1597263472076914688'],1597263472076914688,2022-11-28 16:17:42+00:00,replied_to
1436,Noel,Noelmmm,150315648.0,False,,Twitter for iPhone,es,"@miseleccionmx Don't suck, don't go training harder 😂😂😂😂 they're going to get tired 🤣🤣🤣🤣🤣🤣.",False,['1597263460416782336'],1597263460416782336,2022-11-28 16:17:39+00:00,replied_to
1437,ROMI,irvin_romat,1.2969253410767503e+18,False,🇲🇽,Twitter for Android,es,@miseleccionmx @UnVasoDeLALA Bastards work,False,['1597263364727910403'],1597263364727910403,2022-11-28 16:17:16+00:00,replied_to
1438,Roberthino,roberthino10,86867320.0,False,UNAM-Ciencias.,Twitter for Android,es,@GoldenJunkie @joseph_vuiton @Varona92 @SomosAnalistas_ @miseleccionmx @afa Top in poverty https://t.co/Ysqm11h5kb,False,['1597263339767595009'],1597263339767595009,2022-11-28 16:17:10+00:00,replied_to
1439,Teo 👑,TeoHannsen,1.5963317997303398e+18,False,"Pozuelo de Alarcón, España",Twitter for iPhone,es,"Today the most likely is the elimination of @miseleccionmx in #QatarWorldCup2022 in the first phase. Since #Mexico86 that did not happen. That is to say, for me it would be the first time that I live it. And my feeling is anger for the bad decisions in Mexican soccer. ccp @FMF",False,['1597263296935051264'],1597263296935051264,2022-11-28 16:17:00+00:00,
1440,Dann Rosales,Moshereskoe,1.595472174349009e+18,False,,Twitter for iPhone,es,"@AlvaritoMorales Better than @miseleccionmx yes, well on Thursday that they return we will discuss it at the airport",False,['1597263231546183681'],1597263231546183681,2022-11-28 16:16:44+00:00,replied_to
1441,Oscar Sànchez,yonosoydiyei,231331963.0,False,México 📬,Twitter for Android,es,@miseleccionmx The worst team since Argentina 78,False,['1597263203603734529'],1597263203603734529,2022-11-28 16:16:38+00:00,replied_to
