,text
1064,"Let the team leave the World Cup now, so as not to be embarrassed
#FueraTata
#Mexican team"
1065,"Simply the reality of our soccer zone the concarancho. This tournament is for teams from Europe, Argentina and Brazil. Mexico only has to go out and compete with what it has, illusions.
#Mexican team"
1066,#SeleccionMexicana uuuy I wish Argentina would have had a husband there if you won the MexiKARLA PANINI team!
1067,"It was a great soccer game, exciting and very close in the first half, Mexico did its best #Qatar2022 #SeleccionMexicana https://t.co/58hg4PgUSK"
1068,"#Filosofíadebanqueta
#Qatar2022
#Happy Saturday
#SeleccionMexicana https://t.co/zdPaP62TaA"
1069,"Lionel Messi's message to the Mexican National Team

#Argentina #LionelMessi #Mexico #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/EY8UT7nDI0"
1070,"Noooo, we're good.

Mexico did not lose; we won 5-0
                                     amloco
Yes it is true President! Bravo bravo bravo!!!
         SHAMEbaum and the Morenarchs

#MexicoArgentina
#SeleccionMexicana https://t.co/0oLsC4WjNT"
1071,"Fucking dreams...of some. Pessimists and unpatriotic (they told us) those we didn't expect would win. We know that we DO NOT BRING with what, come on, not even the helmsman is coherent.
#Mexican team"
1072,Eeee seriously… if they are going to put Funes Mori in? #Mexican team
1073,#MexicoVsArgentina all against the father 🤣 #SeleccionMexicana #MundialQatar2022 https://t.co/7yDwwkLKyT
1074,"Courage dog that I have stuck since that goal by Maxi Rodríguez like in 2006 😭
#MexicoVsArgentina #FIFAWorldCup #SeleccionMexicana #Qatar2022 #Mexico #MundialQatar2022 #TataMartino"
1075,"𝐃𝐔𝐑𝐈́𝐒𝐈𝐌𝐀 𝐀𝐂𝐔𝐒𝐀𝐂𝐈𝐎́𝐍! 🔥

Do you think it was like that? 🤔 https://t.co/T7Sy8I4oqa"
1076,"#RedAMLO I don't know who the next asshole game of the #SeleccionMexicana will be against after losing against the #SeleccionArgentina, but hopefully and lose with a thrashing and have to return now; just as I hope that the #MarchaDelAcarreo is a mirror image of the local team https://t.co/2smKKHTBSy"
1077,#Qatar2022 #SeleccionMexicana #Mundial2022 #Mexico #LigaMx #espn #FOXSportsEnQatar #tvazteca #televisa @joserra_espn @AlvaritoMorales
1078,Herrera the Bofo of this world cup in the #SeleccionMexicana #MexicoVsArgentina
1079,"AT LEAST A GOOD ONE!

The attendance of the match between Mexico and Argentina broke the attendance record with 88,966 attendees surpassing the EU'94 final

#RutaQatarTVCD #MEX #SeleccionMexicana https://t.co/iTxRrTIrmn"
1080,#SelecciónMexicana #Qatar2022 Listen to this lady https://t.co/b34NChymkW
1081,"Tata Martino explaining his decisions in #MexicoArgentina.
#SeleccionMexicana #Qatar2022 https://t.co/WuHV4irEA7"
1082,"@miseleccionmx Eeeyyy @fmf (yes, with lower case), I offer my services as DT of the #SeleccionMexicana. I can do the same (or worse, if they ask me) than this #VGT #Martino. I guarantee not to give positive results. Salary to negotiate. #fail 😡😡😡"
1083,To forget the sorrows of the prick #SeleccionMexicana a Cover! Walking in the moon https://t.co/82HNmZyLBq
1084,"The dude, the dude who knows the combinations for Mexico to advance to the 8th
#mexicoargentina #MexicoVsArgentina #FIFAWorldCup #FIFAWorldCupQatar2022 #SeleccionMexicana https://t.co/9ZetEADTvR"
1085,What time will the 20th of the #Mexicana Selection already be out of the #WorldcupQatar2022? 😂 🫢 https://t.co/QWyenavM0Y
1086,"Until when are they going to invest more in soccer schools throughout the Republic? Talent is missing for the selection. Think about winning the next World Cups, not winning the fifth game. #ElTri #SeleccionMexicana"
1087,"Mexican Selection: Henry Martín admits the lack of a goal in El Tri in Qatar 2022.
#HenryMartin #Mexico #SeleccionMexicana #Futbol #Argentina #MundialQatar2022 #Mundial2022 #Qatar #Qatar2022 #QatarWorldCup #FIFAWorldCup #FIFAWorldCupQatar2022
https://t.co/XRlUv44C5C"
1088,"Tata is a traitor to the team that hired him, he established a team without forwards #SeleccionMexicana"
1089,They will say what they want but the worst #SeleccionMexicana in a long time is in the fourth season..
1090,"They just sent me this photo from #Colombia of a small countryman (#Venezuelan) who supports the #Mexico team, is a soccer lover and does it very well. I was very excited when I received it 🥰 #Qatar2022 #SeleccionMexicana @miseleccionmx https://t.co/UomDLU5MCF"
1091,"My Mexico so beautiful.
Super referenced.

#ElTri
#MexicoVsArgentina
#Mexican team
@MAU_MANCERA https://t.co/o49BLMX9Ff"
1092,@miseleccionmx press conference with his D.T. Gerardo Martino after falling 2-0 with his similar from @AFA in the @FIFAWorldCup all this by Pizarra Deportiva Impulsamos Tú Pasión https://t.co/ZM2knQxrdG #SeleccionMexicana
1093,"Only then would Mexico pass to the round of 16.
#Mexico #FIFAWorldCup #Qatar2022 #FIFAWorldCupQatar2022 #FIFA #FIFAFanFestival #SeleccionMexicana #ElBancoDeLaTRI #Messico https://t.co/xpsS4Ng5FW"
1094,"The country seller who was going to shout the goal in our faces... the one with the crazy cry. The blue and white one was too big for you...
#mexicoargentina #FunesMori #SeleccionMexicana https://t.co/bXtqqEqnff"
1095,"@Alonso_Cabral Hey, while you're at it, why does @Televisa make so much of a party for the #NationalDesperation #MexicanSelection?"
1096,How angry it is to lose... but more so with Argentina... #mexicoargentina #Qatar2022 #SeleccionMexicana
1097,"Message to @yosoy8a, @AGardado18. YOU are the leaders of this mother who is in Qatar, not the Argentinian asshole who gave away the game today. Take charge in the last game and give it your all, people believe in you not in the fucking managers. #Mexican team"
1098,"#SeleccionMexicana Will it be too early to tell Tata, TaTa..TaTaTa? Or we wait until the third game."
1099,"@CH14_ Until when are we going to put football before economics? #femexfut #SeleccionMexicana the best strikers of the moment are chicha chaquito and vela and they didn't even take away In other processes the chiquis garcia, the flabby, the rabbit. Time to leave a Mexican in charge. #Hugo Sanchez."
1100,This is going to hurt the Mexican fachos and pamboleros more than the defeat of the #SeleccionMexicana... It reminds me that #Mexico is sooooo much bigger than its lousy soccer ❤️🇲🇽❤️ https://t.co /RC4svjAk0k
1101,"The only thing @miseleccionmx #SeleccionMexicana deserve is that no one pays attention to them anymore and alv the truth, no one sees the next game, they don't make them trending on networks anymore, zero platform, they only give pity and courage, hey #Mexico there are so many other things that do better. #World CupQatar2022"
1102,"Despite the defeat against Argentina, Gerardo Martino maintains the illusion that Mexico can advance to the next round
#Qatar2022 #WorldQatar2022
https://t.co/tWdaT9f4Od"
1103,"The dream of the #copadelmundo for the #selectionmexicana ends 🇲🇽

#Messi #seleccionargentina #qatar2022 #futbol #soccer #mexico #enzofernandez https://t.co/oivKF659X7"
1104,Here I explain why #SeleccionMexicana lost and why Tata Martino gave away the match https://t.co/0lAfj3xjlH #mexicoargentina #MexicoVsArgentina #futbol #mexico #tatamartino #Qatar2022 #CopaMundialFIFA https://t.co/go2ZQAp0zr
1105,"For many, the toxic relationship is with the #SeleccionMexicana, it is the couple that will never change 😂😂😂 https://t.co/bet4dCYAqL"
1106,"🇦🇷 2️⃣➖️0️⃣ 🇲🇽
🇦🇷 Messi 64'
🇦🇷 E. Fernández 87'
#FIFAWorldCup #Qatar2022
#ARG #LaAlbiceleste #LaScaloneta #SeleccionArgentina #TeamArgentina
#MEX #ElTri #SeleccionMexicana #TeamMexico"
1107,"#Qatar2022 #MEX

The #SeleccionMexicana set a new record in World Cups, and this is not good, because there are 384 minutes without a goal.

#FIFAWorldCup ⚽️ 🙁

https://t.co/qebUmjI3LT"
1108,Alvarito got too upset with Tata Martino! 🇲🇽😳🔥 https://t.co/tAlB9OtmwE
1109,The 3 that must be in the process of the #SeleccionMexicana by 2026 (if we arrive) https://t.co/8dsugdk4OQ
1110,The father has bet on this forward and leaving others who are out of rhythm... how many goals has the team in this world cup 🤔🤔 #FueraTata #SeleccionMexicana #WorldcupQatar2022
1111,I think it does not have the same effect that all Mexicans think that it will shake on September 19 than that they think that the #SeleccionMexicana wins something very strange 🤷🏻‍♀️🤔
1112,"@miseleccionmx 👀 with this information.
The Mexican selection
#Qatar2022 is so far the worst. https://t.co/LCYYWyh2MG"
1113,Tata made the necessary changes for Argentina to win. #SeleccionMexicana #MexicoArgentina
1114,"Also, it wouldn't take much work for the #SeleccionMexicana, they're used to it 🤭💅 https://t.co/GSB4c9zgu1"
1115,Two games....0 goals... little by little the tata's decisions are actually seeing what everyone has said #SeleccionMexicana #MEX #WorldcupQatar2022
1116,"It is clear which is the best 1️⃣1️⃣ you have 🇲🇽 at the moment.
#checoperez you are the best... #SeleccionMexicana you have a lot to work on!!!
#F1 #granpremiodemexico🇲🇽 #MexicoVsArgentina https://t.co/uq6ZNmQ8Fh"
1117,"Naaah! I think that if their granny dies, they don't cry as much as the #SeleccionMexicana, although they already know that she regularly loses
#MexicoVsArgentina https://t.co/VuCwIapnHC"
1118,"Argentinian 2.
Mexico 0.
Casa Dragones 7."
1119,"Cuauhtémoc Blanco explodes due to the lack of a #Mexico goal in #Qatar2022
https://t.co/LqYGl6Md6X"
1120,What #Mexico needs is for @RafaMarquezMX to be the coach of the #SeleccionMexicana
1121,Do you want the Tri to improve? Stop going to see the moleros partidor until they show good football. #SeleccionMexicana #ElTri #FIFA World Cup
1122,"César Montes was the best player against Argentina.
https://t.co/5OvIlzPBWG"
1123,"The worrying thing (in soccer #SeleccionMexicana) is that by 2026 there is no sports project where quality players come out, top-level forwards. Millions of Mexicans and we don't have 22 good players. 😤😤 #MexicoVsArgentina"
1124,"While for business they continue to keep old players without giving them a chance to players like the world champions in 2005, we will continue to settle for passing the 5th game. #SeleccionMexicana #Mexico"
1125,"Do you know who says that after this defeat the #SeleccionMexicana still has ""possibilities"" to continue in the #FIFAWorldCup the chayoteros commentators who live off all the fanfare, publicity and false promises that revolve around this bisne called national soccer"
1126,"The setback is so serious for the National Team, that the problem is not to see if it qualifies or NOT; It is to see if the team is CAPABLE of scoring a GOAL in what remains of this World Cup. #SeleccionMexicana #MexicanosenQatar México Tata #MexicoVsArgentina #mexicoargentina Messi We lost😟 https://t.co/8gG1yvghlv"
1127,Today everyone with the #SeleccionMexicana https://t.co/ZcDaFY7Klq
1128,"Tomorrow November 27!
#Creating UnforgettableMoments #APSA #GoldenBull #CrownBurger
#futboltime #seleccionmexicana #VamosMexico #Aguascalientes #horadecomer #hamburguesas #burgerlover #soccer #fifa #qatar https://t.co/vd5hRD6vBF"
1129,@AmirIbrahimQRoo Good proposal #SeleccionMexicana
1130,@CarlsJrMx Sad because there was no $12 pesos hamburger all because of the #SeleccionMexicana 🤣🤣🤣🤣
1131,"And with the negative result of our brand new #SeleccionMexicana, the only winners are the breweries, the casinos and the pharmacies selling omeprazole"
1132,"There is the best DT that Mexico could have according to @gerardotorrado6 and the @FMF when at the time they could do something to change it, but they still do not trust their process.

#SeleccionMexicana #Mexico"
1133,"You've heard #YonDeLuisa, you've heard @MikelArriolaP , you've heard @eazcarraga , go to hell. #MexicoVsArgentina #MexicanTeam #Mexico #OutTata #OutMartino https://t.co/AQq1amQRp0"
1134,"Now then 🙄

#Qatar2022 | #Mexican Selection | #Argentina https://t.co/gPATFcMBva"
1135,"It was known that #Mexico was going to lose against #Argentina
But always supporting the #SeleccionMexicana"
1136,"Sunday of What now?

(Classic Sunday) 🤓🇲🇽💙

https://t.co/DA6XI4qCPd"
1137,"Kevin Álvarez praises Lionel Messi

#Argentina #KevinÁlvarez #LionelMessi #México #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/afHRk5z9ek"
1138,Firm in the bad and the baddest hahaha #selectionmexicana https://t.co/kX4eLTUxTl
1139,"His name is TATA, his last name is LÓPEZ OBRADOR
Both are similar in that:
1. They go from FAILURE to failure
2. The two brutally ROB Mexico
3. They blame others for their failures and
4. IDIOT Mexicans lie to their conferences
#FueraTataLopez
#Mexican team
#Qatar2022 https://t.co/cx0C2EOSYg"
1140,"And lastly, my anger is not with the @miseleccionmx players because the net was raffled off well in the first half! It's with everyone behind it, including DT and his farting changes that he made! 😔
#SeleccionMexicana #MexicoVsArgentina"
1141,"After the #MexicoVsArgentina game, I explained to my son what had to happen so that #SeleccionMexicana would go through the round and he answered me: if they score a goal on Wednesday, dad, even if it means shouting a goal for my team at # World Cup Qatar 2022..."
1142,"@miseleccionmx Let's go #Mexico
@miseleccionmx #Qatar2022 🇲🇽🇲🇽🇲🇽⚽️🏆 #SeleccionMexicana https://t.co/arA5cdZnxL"
1143,Now Mexico needs to win and score goals....things it has a hard time doing 🤦🤦 #SeleccionMexicana #MEX #Worlds2022 #WorldcupQatar2022
1144,"To all those who with the law of attraction made me tremble in the center of the country a few months ago, please think a lot about Mexico winning its next World Cup match 🙏🏾
#MexicaninQatar
#WorldcupQatar2022
#Mexican team"
1145,"If the Mexican Football Federation has balls, fire right now the son of a bitch of Tata Martino and put any DT as interim, I don't care anymore.
I am destroyed as the drug destroyed and I finish with Maradona.

#Qatar2022
#FIFAWorldCup
#Mexican team"
1146,"@Faitelson_ESPN Simply and simply the player who had to play against Argentina and I'm not going to discuss it...

#EdsonAlvarez #SomosÁguilas #SelecciónMexicana https://t.co/7IFouT287J"
1147,"@vanehupp Mexican #soccer has not only not advanced, but has also regressed.
Even the United States has surpassed us , that is the sad reality .
#TataMartino #mexicoargentina #fueratata #SeleccionMexicana"
1148,Looking for Argentines in #MexicoVsArgentina #MundialQatar2022 #SeleccionMexicana #Qatar2022 https://t.co/gNppvcJYJH
1149,"@miseleccionmx Mexican #soccer has not only advanced, but has also regressed.
Even the United States has surpassed us , that is the sad reality .
#TataMartino #mexicoargentina #fueratata #SeleccionMexicana"
1150,How strange that the #MexicanSelection always does the same in all the World Cups... #mexicoargentina
1151,"@InvictosSomos Mexican #soccer has not only advanced, but has also regressed.
Even the United States has surpassed us , that is the sad reality .
#TataMartino #mexicoargentina #fueratata #SeleccionMexicana"
1152,"@FOXSportsMX Mexican #soccer hasn't advanced, it's gone backwards.
Even the United States has surpassed us , that is the sad reality .
#TataMartino #mexicoargentina #fueratata #SeleccionMexicana"
1153,"World Cup Qatar 2022: Enzo Fernández explodes with joy after goal with Argentina.
#EnzoFernandez #Argentina #MundialQatar2022 #Qatar #Mundial2022 #Qatar2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #QatarWorldCup2022 #Futbol #Mexico #SeleccionMexicana
https://t.co/ZNcvNGag98"
1154,"@ESPNmx Mexican #soccer hasn't advanced, it has regressed.
Even the United States has surpassed us , that is the sad reality .
#TataMartino #mexicoargentina #fueratata #SeleccionMexicana"
1155,"#Qatar saying goodbye to the Mexicans with everything and #SeleccionMexicana …🤣🤣🤣

#MexicoVsArgentina #mexicoargentina #Messico #WorldcupQatar2022 https://t.co/NjxJPiLBwk"
1156,"My challenge has much more arrivals on any given Saturday of soccer, than the #MexicanSelection in the entire world cup, and not to mention scoring goals..."
1157,Global activation #qatar2022 #qatar 💯🔥⚽ #selectionmexicana in Plaza Forum Buenavista Mexico Df https://t.co/cPMr6ZTtyu
1158,"What every 4 years, a mediocre tactical approach giving away the game from minute 1; players who should not have been.
A team like Arabia where its players belong to a single team, sweat and fight more. Let Arabia win alv #MexicoVsArgentina #SeleccionMexicana"
1159,"You didn't tell lies, did you? 👀https://t.co/2aOL6JwR79"
1160,"#SeleccionMexicana stop talking, whatever it is, we knew we were going to lose against Argentina, the best thing was a draw, when we had to win against Poland they didn't take advantage of it, the draw gives more courage than this requested match. PTM."
1161,"Is it wrong to say ""but hope dies last""? 🫠
#WorldcupQatar2022 #SeleccionMexicana https://t.co/TOc1odhE7r"
1162,"It is urgent, but the #Mexican Well-being Selection is really urgent, to safeguard the mental health of the Mexican."
1163,"No wonder the #SeleccionMexicana was worth ñonga, if this pair of losers salted it. https://t.co/xR1f19Eg33"
1164,"The #SeleccionMexicana has no choice but to win at least 3 to 0 against the Arab team to move on to the next round, no matter what the other teams do. Go Mexico !!!!"
1165,"We should be celebrating goals, demanding goals instead of consoling ourselves with stopping penalties... How bad it makes us settle for not losing!... We don't have forwards and goalkeepers, it seems that neither...
#MundialQatar2022 #SeleccionMexicana
@miseleccionmx"
1166,"@miseleccionmx you have to win against Arabia so you can still qualify and stay in the game
#Mexican team"
1167,"How are the #kks and the #MEXICAN SELECTION of #soccer looking alike???...

IN WHICH THEY DON'T PUT IT IN!!!!!"
1168,"@RicardoBSalinas It's a good idea! Pay for results. Are you really going to propose? Or you will turn around. And I also propose, deduct salary if they act immaturely in the case of Memo Ochoa vs. Chicharito who are fighting for the leadership of the #Mexicana Selection"
1169,"The controversy prior to the World Cup was whether to take Jiménez or Giménez to the striker, when already in the World Cup we realize that there are no generators, Alvarado, Antúnez, Jiménez, Rodríguez are useless and add a veteran Herrera and Guardado. #Mexico #SeleccionMexicana #FIFAWorldCup"
1170,Pure sponsor asshole advertises with the #SeleccionMexicana.
1171,"@Ivan_Pirron @ASMexico We need to make a cooperative, hire a few cool girls, bring tequila and rum and for the #SeleccionMexicana to put on a mega-fart like that, with that it will give the tompiates dopamine so they can go out and break their mauser against #Saudi Arabia"
1172,"🔴 World Cup Qatar 2022 today LIVE:

🇦🇷🗣️ Messi sends a message to the Mexican National Team 🔥

https://t.co/0ouaSkqVT4

#TUMundial I #Qatar2022 I #SeleccionMexicana https://t.co/HSWgSApVm2"
1173,#SeleccionMexicana #MexicoVsArgentina #mexicoargentina https://t.co/ClGxRE2Dqj
1174,"Let's be pragmatic: it was seen what was going to happen with the #SeleccionMexicana
Clearer, neither the water…"
1175,"We knew what we were coming to, but we got so excited and excited with a saved penalty that we thought it would be less complicated to beat a power like #ARG. The usual story, only a little worse, because now we haven't been able to shout a single goal.

#Mexican team"
1176,"Well, at least this time I didn't buy a #SeleccionMexicana shirt 🤷‍♂️"
1177,I would have preferred Messi to put it in me and not in my #SeleccionMexicana
1178,"Well, if I would have liked to travel to Qatar to see how the #SeleccionMexicana loses and to throw a rampage dancing the chona and rodeo clown🤠 Huy ke motion"
1179,"It was lost, as always, it was played, as always, however we continue to be the same Mexicans (as always) that we maintain, believe in and buy everything from @FEMEXFUTAC, which does not, nor will it do, anything to change the culture of divas that it has the Mexican selection"
1180,The #SeleccionMexicana literally doesn't wear anything
1181,"@lorenzo_pomante @davidkvazos @jeansito1989 @Manuelmf43 @MrZizou16 Close the ortho friend 😘
https://t.co/G2RTeG2b7X"
1182,"What the Mexican National Team needs to get into the Eighth

#Mexico #Qatar2022 #Mexican Selection #Tricolor

https://t.co/myRskbJqtG"
1183,"🗣️ Kevin Álvarez recognizes that Messi's quality changes your game 💥⚽

https://t.co/LFQQRuU4Ze

#TUMundial I #Qatar2022 I #SeleccionMexicana"
1184,"#TataMartino today the Mexican people condone you, how is it possible that you have been shrunk, turned back, it was only a matter of time before they stalked you, dt more buzzard for their sake there is no doubt, #SeleccionMexicana no more dt foreigners https:// t.co/5BTQTJofWG"
1185,"On second thought, it's good that Santi Giménez didn't go to the World Cup, if Funes Morí, who is one of his favorites, hasn't given him a minute, Santi even less…. #MexicoVsArgentina #MEX #SeleccionMexicana"
1186,"""YOU CAN STILL"" 🤞🏻🇲🇽

Thus the words of ""Chicharito"" on social networks after the defeat of Mexico against Argentina.

#FootballMedia #Qatar2022 #SelecciónMexicana https://t.co/K7MWYnBibj"
1187,"#Televisa, #tvazteca #FEMEXFUT snapping their fingers thinking what to do so that #FIFA doesn't take down their business, which is the #Mexican National Team, being left out of #Qatar2022 #FIFAWorldCup #MundialQatar2022 https://t.co/pOvk4VKRMp"
1188,Thiseeee after the national team match. This continues... (see you on Wednesday again). #SeleccionMexicana https://t.co/S4RnI8cRXh
1189,"Who is the main culprit for the bad step of the Mexican National Team in Qatar 🇶🇦?

#LaVozDelFutbol #SeleccionMexicana https://t.co/fSghf6nNEt"
1190,"Tata Martino explained his reason for removing Hirving Lozano and Alexis Vega

#GerardoMartino #México #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/R6FZKeLVWo"
1191,@Faitelson_ESPN And the Super Ochoa?? They weren't there mame mame mame mame mame mame mame mame mame mame mame mame mame mame who is the hero of the #Mexicana Selection https://t.co/HmrBkAFDkn
1192,"@CH14_ how the #SeleccionMexicana misses you @miseleccionmx the forecasts were true, #theworstselectiondelmundial"
1193,"Let's see race connoisseurs a question, if Argentina beats Poland 2-0 and Mexico beats Arabia 2-0 who qualifies in second? Poland or Mexico? #Qatar2022 #SeleccionMexicana #MexicanosenQatar"
1194,"While the #MexicanSelection lost to #Argentina, Diego Lainez started in #Braga's 3-0 win against Trofense in the Portuguese League Cup game. https://t.co/GSnF6RWQWw"
1195,"Gerardo Martino: Messi in five minutes hurts you

#Argentina #GerardoMartino #Messi #Mexico #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/dYHUwthAFI"
1196,"Mexico hasn't scored in 2 World Cup matches except for this man.
#MexicoVsArgentina #SeleccionMexicana
#fueratata https://t.co/kgjnpddMUV"
1197,"While the #MexicanSelection lost to #Argentina, Diego Lainez started in #Braga's 3-0 win against Trofense in the Portuguese League Cup game. https://t.co/Em6ZponPG0"
1198,"The worst selection in Mexico, only after the one on July 1, 2018.

#ArgentinavsMexico #AMLOBurlaMundial #SeleccionMexicana"
1199,"Gerardo Martino: As long as you have possibilities, you always have to try

#GerardoMartino #México #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/F5XE2QQtBt"
1200,"I close the topic of soccer and the Mexican team, realistically, we were scared from the day of the draw. The tie and the call for a party 🥳

#MexicoVsArgentina
#Mexican team"
1201,"Hahahahaha. Nothing assholes.

#Mexican team
#ElTri https://t.co/xOEIuZp70K"
1202,"How to understand this, the United States gave its young players growth and a way out and they come and throw a great game at England with young people, young gentlemen and in Mexico we continue to cling to a generation that has not done anything #concaf #SeleccionMexicana #USA"
1203,#MexicoVsArgentina #SeleccionMexicana #QuatarWorldCup2022 https://t.co/KMtfff7aI4
1204,"Gerardo Martino explained the injury suffered by Andrés Guardado

#Argentina #GerardoMartino #Mexico #Mexican Selection #Tricolor

https://t.co/fjLQp89UEH"
1205,"#reflection 💭

We played like never before and lost as always, a #phrase that is repeated in every World Cup, but I am grateful that the #MexicanSelection attends every 4 years since it helps me forget for a moment how bad my country #Mexico is.

continue 👇"
1206,#MexicoVsArgentina #SeleccionMexicana https://t.co/zAu7yGAWx2
1207,"Gerardo Martino explained his reason for leaving Edson Álvarez on the bench

#GerardoMartino #Mexico #SelecciónMexicana #Tricolor

https://t.co/YMDPtGugQZ"
1208,"Mexican National Team: Chicharito encourages El Tri after defeat against Argentina.
#Chicharito #SeleccionMexicana #Mexico #Qatar2022 #Futbol #MundialQatar2022 #Mundial2022 #Qatar #QatarWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #FIFAWorldCup2022
https://t.co/C89Bx1aDmG"
1209,"And the @seleccionmexicana and @memoochoa saw their Mexican fans cry? They have a coach, a team, a trip, EVERYTHING to win, what the hell are they waiting for????"
1210,Inefficient the government of @lopezobrador_ as inefficient also the #SeleccionMexicana
1211,"Don't suck, imagine qualifying and going against France. No thanks for that we better leave it there

#Mexican team"
1212,How sad that one breaks his mother in his job.. and in the disappointment #SeleccionMexicana de Futbol only this #MemoOchoa and 10 NPC's I mean assholes...
1213,"How did the Argentines say?
Easy easy... That was easy easy, they had a golden opportunity to shut them up... Hire Dt Arabia please..... #SeleccionMexicana #TDN #aztecaesports #azteca #televisa"
1214,"I don't like soccer, but I think it's the first time that in a World Cup I only know a player from #SeleccionMexicana, (the goalkeeper).
I see the rest and I hear his names and they don't sound familiar to me! 🫠"
1215,#SeleccionMexicana https://t.co/sRM1GPtWG8
1216,This is directed to all the USELESS #SeleccionMexicana players https://t.co/sxKArRZE3E
1217,#MexicanTeam @miseleccionmx #FueraTataMartino #Qatar_WorldCup2022 #QATAR_FIFA_World_Cup_2022 https://t.co/Dqn7HGhkXD
1218,I'm going to become a twitter as @Yusdan. Although it will be worth dick Twitter. Mom throwing shit at the #SeleccionMexicana and @FMF.
1219,"Cheer up captain @yosoy8a 🏟⚽️ claw and heart!! 🇶🇦 🇲🇽🔥
.
.
.
.
.
#qatar2022 #mundial #seleccionmexicana #vivamexico #cartoon #nomemonoparty #memoochoa #artstagram #futbol #procreate #đmontor #ipadpro #artecartoon https://t.co/S37vNDLMeK"
1220,"@miseleccionmx did they go to ask Messi for the shirt 🇦🇷?

I mean, at least get something of fucking value!!!!

#Mexican team
#espn
#FOXSportsInQatar
#QatarWorldCup2022"
1221,@ClubMhoniFan @mhonividente @heraldodemexico You and I alone beat the #SeleccionMexicana they are lousy as players not just now but for a hundred years ago @heraldodemexico
1222,"#SeleccionMexicana
#FIFAWorldCup
#Qatar2022 https://t.co/cecMvI7tlG"
1223,"It's not just the lack of @CH14_ this is already declining as a team, there is a lack of goals from the #SeleccionMexicana #MEX #FIFAWorldCup #CopaMundialFIFA https://t.co/a2tkcoS9oK"
1224,@record_mexico @JaffetRamos Mexican shit 😂😂 #SeleccionMexicana
1225,This is how we support our #MexicanSelection in Coyoacán! 🇲🇽 https://t.co/5ezeRE46TV
1226,"I am happy because the World Cup objective was achieved. The goal is that Raúl Jiménez will enter the World Cup to have fun with his friends, since that was what it was for. #MexicoVsArgentina
#Mexican team

@Santigim9 It's good that you won't be part of this failure"
1227,"David Faitelson: “This Mexican team has been inoperative lately. He doesn't play anything""
#DavidFaitelson #SeleccionMexicana #ArgentinavsMexico #Argentina #Mundial #Qatar2022 #Futbol #MiPasionhn

See twit and Read note:
https://t.co/pTqyNT1ntx"
1228,"I still don't believe that Martino has put Piojo Alvarado and Antuna in as if it were a LigaMX playoff game...

#MexicoVsArgentina #SeleccionMexicana"
1229,"Don't worry, the important thing is that we are healthy.
#Mexican team"
1230,"And just as @miseleccionmx has been playing, I see it as a bastard that he can reach at least a 4th game

#FIFAWorldCup #FIFAWorldCup #MexicanaSelection #MEX https://t.co/wJLdp8gzQh"
1231,"#QatarWorldCup2022 #MexicoVsArgentina #WorldcupQatar2022 #FIFAWorldCup #SeleccionMexicana 
#mexicoargentina #SeleccionMexicana 
#futbol #soccer #onlyfans #onlyfanspromo #onlyfansgirl #onlyfansbabe https://t.co/LCqwtMs1ED"
1232,"Qatar Day 7: Messi, the desert, and the bite of the cobra. Let the fear end, it is time to “burn the ships”. #SeleccionMexicana https://t.co/x5PA1BQitx"
1233,"Everyone to the angel, to the Minerva, to the Macroplaza if Mexico scores a goal in the World Cup or what? #mexicoargentina #FIFAWorldCup #SeleccionMexicana #Qatar2022"
1234,"Any sports commentator who has the balls 🥚 to tell the air that the #SeleccionMexicana ""NO"" works and that they better go home!!!!

You also influence this by enlarging the ball of players who do not have a level.
#ESPN #TDN #FOXSportsEnQatar #Qatar2022"
1235,"Well, the #SeleccionMexicana that they expected always loses, they always have a very mediocre representation..."
1236,"@RacingTeamMx El Tata is the main one for bringing players from sponsors without level, the #FMF and the managers of the #SeleccionMexicana
because they spend their time playing games in the US with mediocre #concacaf teams and finally the cold-chested players who don't play anything‼️🔥"
1237,"I don't know what disappoints more, if the Mexican team or the government of Mexico
#SeleccionMexicana @ChumelTorres"
1238,"ONE OPPORTUNITY LEFT ✅👊🏼

Henry Martin considers that Argentina did not surpass Mexico, they only took advantage of their opportunities🇲🇽🏆🇦🇷

The Yucatecan revealed that the 'Tata' Martino made a good approach 🔥⚽️

#LaRadioDelMundial #SelecciónMexicana #SelecciónNacional #MEX https://t.co/aVG20pRouk"
1239,Okay last football tweet: Mexico’s football federation needs to invest money on training new talent for the national selection. We can’t keep relying on football veterans. We need new better trained athletes! #Mexico #SeleccionMexicana
1240,"What a shame #SeleccionMexicana, they were 3 steps from the goal of Argentina, they had everything for a ""good play"" and it occurred to them to return it to Ochoa. No, yes sooooon, a barbaric thing!!!"
1241,"Put talavera, antuna, funes mori, charly, edson, feel araujo, herrera, guardado, gallardo, ochoa. #SeleccionMexicana @FMF move something, you should put the most agile and offensive team that you can https://t.co /2DrMv4B0JC"
