,location,name,username,user_id,verified,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type,geo.coordinates.type,geo.coordinates.coordinates
1188,"Tlaquepaque, Jalisco",Beto Duran,btocharro76,1.52e+18,False,Twitter for Android,es,"@CH14_ how the #SeleccionMexicana misses you @miseleccionmx the forecasts were true, #theworstselectiondelmundial",False,['1596645493920206848'],1.6e+18,2022-11-26 23:22:04+00:00,,,
1189,¿?,José campos,JCCapet18,1.54e+18,False,Twitter for Android,es,"Let's see race connoisseurs a question, if Argentina beats Poland 2-0 and Mexico beats Arabia 2-0 who qualifies in second? Poland or Mexico? #Qatar2022 #SeleccionMexicana #MexicanosenQatar",False,['1596645477537259521'],1.6e+18,2022-11-26 23:22:00+00:00,,,
1190,"Maipú, Chile",𝕁𝕦𝕒𝕟ℙ𝕒ℤ𝕦𝕣𝕚𝕥𝕒 📷 🗣🎙🇨🇱,zuritajvz1,1.23e+18,False,GR_Feed,es,"While the #MexicanSelection lost to #Argentina, Diego Lainez started in #Braga's 3-0 win against Trofense in the Portuguese League Cup game. https://t.co/GSnF6RWQWw",False,['1596645394154655746'],1.6e+18,2022-11-26 23:21:40+00:00,,,
1191,"Mérida, Yucatán",Ra River Ferdez,RaRiverferdez,1.42e+18,False,Blog2Social APP,es,"Gerardo Martino: Messi in five minutes hurts you

#Argentina #GerardoMartino #Messi #Mexico #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/dYHUwthAFI",False,['1596645319638278144'],1.6e+18,2022-11-26 23:21:23+00:00,,,
1192,Soledad de Graciano Sanchez,Municipio de Soledad de Graciano Sánchez,MunicipioSGS,764394696.0,False,Twitter for iPhone,es,"Mexico hasn't scored in 2 World Cup matches except for this man.
#MexicoVsArgentina #SeleccionMexicana
#fueratata https://t.co/kgjnpddMUV",False,['1596645293201948672'],1.6e+18,2022-11-26 23:21:16+00:00,,,
1193,Coyoacán,Giovani Gutiérrez,giogutierrezag,1.37e+18,True,GR_Feed,es,"While the #MexicanSelection lost to #Argentina, Diego Lainez started in #Braga's 3-0 win against Trofense in the Portuguese League Cup game. https://t.co/Em6ZponPG0",False,['1596645097818312704'],1.6e+18,2022-11-26 23:20:30+00:00,,,
1194,México,IndicioMedia,IndicioMx,7.58e+17,False,Twitter for iPhone,es,"The worst selection in Mexico, only after the one on July 1, 2018.

#ArgentinavsMexico #AMLOBurlaMundial #SeleccionMexicana",False,['1596645039744114688'],1.6e+18,2022-11-26 23:20:16+00:00,,,
1195,,Jorllinio🇲🇽,jorllinio11,3544465700.0,False,Blog2Social APP,es,"Gerardo Martino: As long as you have possibilities, you always have to try

#GerardoMartino #México #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/F5XE2QQtBt",False,['1596644991287275520'],1.6e+18,2022-11-26 23:20:04+00:00,,,
1196,Mexico City,Alejandro Morales,alexnexus,14529091.0,False,Twitter for iPhone,es,"I close the topic of soccer and the Mexican team, realistically, we were scared from the day of the draw. The tie and the call for a party 🥳

#MexicoVsArgentina
#Mexican team",False,['1596644976687026176'],1.6e+18,2022-11-26 23:20:01+00:00,,,
1197,Mexico,Azul #cruzazul,CruzAzul_mx,153611619.0,False,Twitter for Android,es,"Hahahahaha. Nothing assholes.

#Mexican team
#ElTri https://t.co/xOEIuZp70K",False,['1596644773422845952'],1.6e+18,2022-11-26 23:19:12+00:00,,,
1198,,D U N I A,Mirrus1979,1.46e+18,False,Twitter for Android,es,"How to understand this, the United States gave its young players growth and a way out and they come and throw a great game at England with young people, young gentlemen and in Mexico we continue to cling to a generation that has not done anything #concaf #SeleccionMexicana #USA",False,['1596644767491915781'],1.6e+18,2022-11-26 23:19:11+00:00,,,
1199,Del noreste caliente.,David Mangione,david_mangione,1.33e+18,False,Twitter for iPhone,qme,#MexicoVsArgentina #SeleccionMexicana #QuatarWorldCup2022 https://t.co/KMtfff7aI4,False,['1596644654233288705'],1.6e+18,2022-11-26 23:18:44+00:00,,,
1200,México,Linea Deportiva,NacionDMX,1.43e+18,False,Blog2Social APP,es,"Gerardo Martino explained the injury suffered by Andrés Guardado

#Argentina #GerardoMartino #Mexico #Mexican Selection #Tricolor

https://t.co/fjLQp89UEH",False,['1596644629469749248'],1.6e+18,2022-11-26 23:18:38+00:00,,,
1201,,Jorge Lozano,mousektool,1.5e+18,False,Twitter Web App,es,"#reflection 💭

We played like never before and lost as always, a #phrase that is repeated in every World Cup, but I am grateful that the #MexicanSelection attends every 4 years since it helps me forget for a moment how bad my country #Mexico is.

continue 👇",False,['1596644517855125505'],1.6e+18,2022-11-26 23:18:11+00:00,,,
1202,"General Escobedo, Nuevo León",Charly Castro,sharly27,44666474.0,False,Twitter for iPhone,qme,#MexicoVsArgentina #SeleccionMexicana https://t.co/zAu7yGAWx2,False,['1596644369318047744'],1.6e+18,2022-11-26 23:17:36+00:00,,,
1203,México,MJ🕷️,MarianJimherr,311644331.0,False,Blog2Social APP,es,"Gerardo Martino explained his reason for leaving Edson Álvarez on the bench

#GerardoMartino #Mexico #SelecciónMexicana #Tricolor

https://t.co/YMDPtGugQZ",False,['1596644301010006017'],1.6e+18,2022-11-26 23:17:20+00:00,,,
1204,en casa,Didier Mendez,DiMendez9,2185620055.0,False,Twitter Web App,es,"Mexican National Team: Chicharito encourages El Tri after defeat against Argentina.
#Chicharito #SeleccionMexicana #Mexico #Qatar2022 #Futbol #MundialQatar2022 #Mundial2022 #Qatar #QatarWorldCup2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #FIFAWorldCup2022
https://t.co/C89Bx1aDmG",False,['1596644140380557312'],1.6e+18,2022-11-26 23:16:41+00:00,,,
1205,,Leonardo R. Vázquez,LeonardoRVzque1,1.01e+18,False,Twitter for Android,es,"And the @seleccionmexicana and @memoochoa saw their Mexican fans cry? They have a coach, a team, a trip, EVERYTHING to win, what the hell are they waiting for????",False,['1596644103651221505'],1.6e+18,2022-11-26 23:16:33+00:00,,,
1206,México,AD México,ADMEXICO,76682814.0,True,Twitter for iPhone,es,Inefficient the government of @lopezobrador_ as inefficient also the #SeleccionMexicana,False,['1596644020746330118'],1.6e+18,2022-11-26 23:16:13+00:00,,,
1207,México,Espacio Deportivo مساحة رياضية,e_deportivo,41698048.0,True,Twitter for Android,es,"Don't suck, imagine qualifying and going against France. No thanks for that we better leave it there

#Mexican team",False,['1596643787845300225'],1.6e+18,2022-11-26 23:15:17+00:00,,,
1208,Loquendo City (?),Hearto (AKA: UwU),IlUwUlI,1.27e+18,False,Twitter for Android,es,How sad that one breaks his mother in his job.. and in the disappointment #SeleccionMexicana de Futbol only this #MemoOchoa and 10 NPC's I mean assholes...,False,['1596643757117546496'],1.6e+18,2022-11-26 23:15:10+00:00,,,
1209,,📲 Indepe News,NewsIndepe,1.52e+18,False,Twitter for Android,es,"How did the Argentines say?
Easy easy... That was easy easy, they had a golden opportunity to shut them up... Hire Dt Arabia please..... #SeleccionMexicana #TDN #aztecaesports #azteca #televisa",False,['1596643704168943617'],1.6e+18,2022-11-26 23:14:57+00:00,,,
1210,,Mauricio Estévez,mauestevez16,9e+17,False,Twitter for iPhone,es,"I don't like soccer, but I think it's the first time that in a World Cup I only know a player from #SeleccionMexicana, (the goalkeeper).
I see the rest and I hear his names and they don't sound familiar to me! 🫠",False,['1596643442633080835'],1.6e+18,2022-11-26 23:13:55+00:00,,,
1211,,Jonathan J,Jonatha01921161,1.39e+18,False,Twitter for Android,qme,#SeleccionMexicana https://t.co/sRM1GPtWG8,False,['1596643193365630976'],1.6e+18,2022-11-26 23:12:56+00:00,,,
1212,"Ciudad Juárez, Chihuahua",Cruz Pérez Cuéllar,CruzPerzCuellar,83508555.0,True,Twitter for iPhone,es,This is directed to all the USELESS #SeleccionMexicana players https://t.co/sxKArRZE3E,False,['1596643136033505280'],1.6e+18,2022-11-26 23:12:42+00:00,,,
1213,"Torreón, Coahuila de Zaragoza",PapaDLosPollitos,bobdaddy9,310038350.0,False,Twitter for Android,qme,#MexicanTeam @miseleccionmx #FueraTataMartino #Qatar_WorldCup2022 #QATAR_FIFA_World_Cup_2022 https://t.co/Dqn7HGhkXD,True,['1596643104622514176'],1.6e+18,2022-11-26 23:12:34+00:00,,,
1214,,Carlos,carlosarellad,2351952830.0,False,Twitter for Android,es,I'm going to become a twitter as @Yusdan. Although it will be worth dick Twitter. Mom throwing shit at the #SeleccionMexicana and @FMF.,False,['1596642976893399040'],1.6e+18,2022-11-26 23:12:04+00:00,,,
1215,,Rolphantony,Rolphantony,252198564.0,False,Twitter for iPad,es,"Cheer up captain @yosoy8a 🏟⚽️ claw and heart!! 🇶🇦 🇲🇽🔥
.
.
.
.
.
#qatar2022 #mundial #seleccionmexicana #vivamexico #cartoon #nomemonoparty #memoochoa #artstagram #futbol #procreate #đmontor #ipadpro #artecartoon https://t.co/S37vNDLMeK",False,['1596642975110418433'],1.6e+18,2022-11-26 23:12:04+00:00,,,
1216,"Ixtapaluca, México",Carlos M Palacios O,VilleCarlo,1004720324.0,False,Twitter for iPhone,es,"@miseleccionmx did they go to ask Messi for the shirt 🇦🇷?

I mean, at least get something of fucking value!!!!

#Mexican team
#espn
#FOXSportsInQatar
#QatarWorldCup2022",False,['1596642911114100736'],1.6e+18,2022-11-26 23:11:48+00:00,,,
1217,Poza Rica- Veracruz,Edup McBrown,EdupMcBrown,169554343.0,False,Twitter for Android,es,@ClubMhoniFan @mhonividente @heraldodemexico You and I alone beat the #SeleccionMexicana they are lousy as players not just now but for a hundred years ago @heraldodemexico,False,['1596642898308644866'],1.6e+18,2022-11-26 23:11:45+00:00,replied_to,,
1218,,mia,latana_r,145533302.0,False,Twitter for iPhone,qme,"#SeleccionMexicana
#FIFAWorldCup
#Qatar2022 https://t.co/cecMvI7tlG",False,['1596642734751813632'],1.6e+18,2022-11-26 23:11:06+00:00,,,
1219,A una cuarta bajo tu ombligo..,Sr Indecente,iSr_Indecente,368446779.0,False,Twitter for Android,es,"It's not just the lack of @CH14_ this is already declining as a team, there is a lack of goals from the #SeleccionMexicana #MEX #FIFAWorldCup #CopaMundialFIFA https://t.co/a2tkcoS9oK",False,['1596642650437824512'],1.6e+18,2022-11-26 23:10:46+00:00,quoted,,
1220,Mexico,lalo 1600,Eddy_Halcon,1.22e+18,False,Twitter for Android,es,@record_mexico @JaffetRamos Mexican shit 😂😂 #SeleccionMexicana,False,['1596642622684004352'],1.6e+18,2022-11-26 23:10:40+00:00,replied_to,,
1221,,Kevand😎,Kev_And1,428508982.0,False,Twitter for iPhone,es,This is how we support our #MexicanSelection in Coyoacán! 🇲🇽 https://t.co/5ezeRE46TV,False,['1596642592644792320'],1.6e+18,2022-11-26 23:10:32+00:00,,,
1222,,Maximiliano Gerscovich,_Max_Gerscovich,1.3e+18,False,Twitter for Android,es,"I am happy because the World Cup objective was achieved. The goal is that Raúl Jiménez will enter the World Cup to have fun with his friends, since that was what it was for. #MexicoVsArgentina
#Mexican team

@Santigim9 It's good that you won't be part of this failure",False,['1596642465230082050'],1.6e+18,2022-11-26 23:10:02+00:00,,,
1223,Comarca Lagunera,META de El Siglo de Torreón,meta_elsiglo,1.06e+18,False,Twitter Web App,es,"David Faitelson: “This Mexican team has been inoperative lately. He doesn't play anything""
#DavidFaitelson #SeleccionMexicana #ArgentinavsMexico #Argentina #Mundial #Qatar2022 #Futbol #MiPasionhn

See twit and Read note:
https://t.co/pTqyNT1ntx",False,['1596642292919685121'],1.6e+18,2022-11-26 23:09:21+00:00,,,
1224,,Francisco Heredia,Francis90939067,1.51e+18,False,Twitter for Android,es,"I still don't believe that Martino has put Piojo Alvarado and Antuna in as if it were a LigaMX playoff game...

#MexicoVsArgentina #SeleccionMexicana",False,['1596642204088664064'],1.6e+18,2022-11-26 23:09:00+00:00,,,
1225,Distrito federal,patri,patrixiaortega,70214648.0,False,Twitter for Android,es,"Don't worry, the important thing is that we are healthy.
#Mexican team",False,['1596642106348642304'],1.6e+18,2022-11-26 23:08:36+00:00,,,
1226,,𝓨𝓪𝓭𝓲𝔃,yadizMC,9.05e+17,False,Twitter for Android,es,"And just as @miseleccionmx has been playing, I see it as a bastard that he can reach at least a 4th game

#FIFAWorldCup #FIFAWorldCup #MexicanaSelection #MEX https://t.co/wJLdp8gzQh",False,['1596641989164138496'],1.6e+18,2022-11-26 23:08:09+00:00,quoted,,
1227,"Mérida, Yucatán",Sir Lancelot Du Lac ⚔️☠️🛡️⚔️🗡️,Lic_SirLancelot,9.35e+17,False,Twitter for Android,qme,"#QatarWorldCup2022 #MexicoVsArgentina #WorldcupQatar2022 #FIFAWorldCup #SeleccionMexicana 
#mexicoargentina #SeleccionMexicana 
#futbol #soccer #onlyfans #onlyfanspromo #onlyfansgirl #onlyfansbabe https://t.co/LCqwtMs1ED",True,['1596641971594227713'],1.6e+18,2022-11-26 23:08:04+00:00,,,
1228,"Guadalajara, Jalisco",Partidero,Partiderode10,9.51e+17,False,Twitter for iPhone,es,"Qatar Day 7: Messi, the desert, and the bite of the cobra. Let the fear end, it is time to “burn the ships”. #SeleccionMexicana https://t.co/x5PA1BQitx",False,['1596641832515293184'],1.6e+18,2022-11-26 23:07:31+00:00,,,
1229,,ANTHONY FLAGS,mepachunvoue,1.17e+18,False,Twitter for Android,es,"Everyone to the angel, to the Minerva, to the Macroplaza if Mexico scores a goal in the World Cup or what? #mexicoargentina #FIFAWorldCup #SeleccionMexicana #Qatar2022",False,['1596641290749370374'],1.6e+18,2022-11-26 23:05:22+00:00,,,
1230,"Saltillo, Coahuila de Zaragoza",ATiempo.Tv,ATiempoTv,9.38e+17,False,Twitter for iPhone,es,"Any sports commentator who has the balls 🥚 to tell the air that the #SeleccionMexicana ""NO"" works and that they better go home!!!!

You also influence this by enlarging the ball of players who do not have a level.
#ESPN #TDN #FOXSportsEnQatar #Qatar2022",False,['1596641270684082176'],1.6e+18,2022-11-26 23:05:17+00:00,,,
1231,,Criticazul,criticazul,1.56e+18,False,Twitter for Android,es,"Well, the #SeleccionMexicana that they expected always loses, they always have a very mediocre representation...",False,['1596641068149141504'],1.6e+18,2022-11-26 23:04:29+00:00,,,
1232,,moon,M00nxL33,1.59e+18,False,Twitter for Android,es,"@RacingTeamMx El Tata is the main one for bringing players from sponsors without level, the #FMF and the managers of the #SeleccionMexicana
because they spend their time playing games in the US with mediocre #concacaf teams and finally the cold-chested players who don't play anything‼️🔥",False,['1596640964717658113'],1.6e+18,2022-11-26 23:04:04+00:00,replied_to,,
1233,"Guadalajara, Jalisco",Enrique Aguilera,aluis_enrique,95572931.0,False,Twitter for Android,es,"I don't know what disappoints more, if the Mexican team or the government of Mexico
#SeleccionMexicana @ChumelTorres",False,['1596640926050369536'],1.6e+18,2022-11-26 23:03:55+00:00,,,
1234,A una cuarta bajo tu ombligo..,Sr Indecente,iSr_Indecente,368446779.0,False,Twitter for iPhone,es,"ONE OPPORTUNITY LEFT ✅👊🏼

Henry Martin considers that Argentina did not surpass Mexico, they only took advantage of their opportunities🇲🇽🏆🇦🇷

The Yucatecan revealed that the 'Tata' Martino made a good approach 🔥⚽️

#LaRadioDelMundial #SelecciónMexicana #SelecciónNacional #MEX https://t.co/aVG20pRouk",False,['1596640790582886400'],1.6e+18,2022-11-26 23:03:23+00:00,,,
1235,"Tequisquiapan, Querétaro ",Javier Terrazas,JavaTerrazas,4830138751.0,False,Twitter for iPhone,en,Okay last football tweet: Mexico’s football federation needs to invest money on training new talent for the national selection. We can’t keep relying on football veterans. We need new better trained athletes! #Mexico #SeleccionMexicana,False,['1596640650623344640'],1.6e+18,2022-11-26 23:02:49+00:00,,,
1236,"Europa, medieval",🇲🇽Oz pizaetus😈🇺🇦,Arpia13,107754772.0,False,Twitter for Android,es,"What a shame #SeleccionMexicana, they were 3 steps from the goal of Argentina, they had everything for a ""good play"" and it occurred to them to return it to Ochoa. No, yes sooooon, a barbaric thing!!!",False,['1596640323043737601'],1.6e+18,2022-11-26 23:01:31+00:00,,,
1237,"Dallas, Tx",Luis Masso,Chiv014M,317687997.0,False,Twitter for iPhone,es,"Put talavera, antuna, funes mori, charly, edson, feel araujo, herrera, guardado, gallardo, ochoa. #SeleccionMexicana @FMF move something, you should put the most agile and offensive team that you can https://t.co /2DrMv4B0JC",False,['1596640268782309376'],1.6e+18,2022-11-26 23:01:18+00:00,quoted,,
1238,,Samuel martinez,LNI_SAM26,1.55e+18,False,TweetDeck,es,"#Qatar2022 #SeleccionMexicana

#Mexico loses to Argentina and with this the 'Tri' no longer depends on itself to advance to the round of 16.

#MEX #ARG #FIFAWorldCup

https://t.co/ByTWjb9GpG",False,['1596639947192254464'],1.6e+18,2022-11-26 23:00:02+00:00,,,
1239,,Benjamin,Benjami44847620,1.39e+18,False,Twitter for Android,es,"@joserra_espn Before, Mexican teams grew up against #Argentina🇦🇷 or #Brazil
And they played you for you.
This #SeleccionMexicana does not show strength, claw, fighting spirit.
The worst team I've seen in a long time.
#ThanksTelevisa",False,['1596639894440321024'],1.6e+18,2022-11-26 22:59:49+00:00,replied_to,,
1240,México ,Underdog,Underdogapt,467582285.0,False,Twitter for Android,es,"What a good game it will be between Levandowski and Messi.
Mexico, for the game against Saudi Arabia, should play with its red wine jersey, since Saudi is also green and it may already be the last game of the #MexicoSeleccion 😁",False,['1596639887402622976'],1.6e+18,2022-11-26 22:59:47+00:00,,,
1241,"General Escobedo, Nuevo León",Charly Castro,sharly27,44666474.0,False,Twitter for iPhone,es,"MEXICO HAD NOT SCORED IN ITS FIRST TWO WORLD CUP MATCHES SINCE 1962.❌

INCREDIBLE GENTLEMEN!😔

#qatar2022 #tatamartino #gerardomartino #fifaworldcup2022 #seleccionmexicana #mexico #soccer #argentina https://t.co/txdQgseXPS",False,['1596639646343368704'],1.6e+18,2022-11-26 22:58:50+00:00,,,
1242,México,Espacio Deportivo مساحة رياضية,e_deportivo,41698048.0,True,Twitter for Android,es,"LET THE DOCTOR CHAPATIN TAKE IT OUT OF YOU!!!
I leave you the Analysis of the victory of #SeleccionArgentina over #SeleccionMexicana in the second date of Group C of #Qatar2022
https://t.co/7i1SFPDo5t",False,['1596639313734733825'],1.6e+18,2022-11-26 22:57:31+00:00,,,
1243,,jaime v,jaimev54050816,1.42e+18,False,Twitter for Android,es,"World Cup history is full of surprises.

The only thing that doesn't change is when they play #MexicoVsArgentina

#Trunks
#SeleccionMexicana @miseleccionmx
#WorldcupQatar2022",False,['1596639225000108032'],1.6e+18,2022-11-26 22:57:10+00:00,,,
1244,"ÜT: 17.9954348,-92.945303",Hector Arenas ➐,hectorarenas,37697243.0,False,Twitter for iPhone,es,"The only way for the #MexicanSelection to save the World Cup is to beat Arabia, go through and win and reach the 5th game, a very very very difficult challenge to achieve and more with what we have seen in #QatarWorldCup2022 #Qatar",False,['1596639093433241601'],1.6e+18,2022-11-26 22:56:38+00:00,,,
1245,"""I'm Everywhere""",ĸαяℓα ♡,KarlaDixon_twd,503839699.0,False,Twitter for Android,es,"Convinced that ""Mexico"" must be directed by a ""Mexican"" technician because he must feel a shirt... #SeleccionMexicana #Qatar2022",False,['1596639086445727746'],1.6e+18,2022-11-26 22:56:36+00:00,,,
1246,,Roselena,Rosita_CRojas,1.47e+18,False,Twitter Web App,es,"Good luck next time keep participating
#MexicoVsArgentina #MundialQatar #seleccionargentina #SeleccionMexicana https://t.co/dFNjRrOHdj",False,['1596638991192924161'],1.6e+18,2022-11-26 22:56:14+00:00,,,
1247,Mexico,Azul #cruzazul,CruzAzul_mx,153611619.0,False,Twitter Web App,es,"@AlvaritoMorales Your ortho hurts, alvarito, I kept talking nonsense, failed. You used to be cool before the game and now you're crying, idiot.
There you have Messi, the shell of your mother. #MacriMufa #SeleccionMexicana #Argentina #Mexicanos #ArgentinavsMexico https://t.co/TROjdi2cWR",False,['1596638983177572353'],1.6e+18,2022-11-26 22:56:12+00:00,replied_to,,
1248,,j U a N i,JuaniAllegaa,1483499046.0,False,Twitter for iPhone,qme,#SeleccionMexicana #mexico #FIFAWorldCupQatar2022 https://t.co/XDLI10iwJW,False,['1596638872611741696'],1.6e+18,2022-11-26 22:55:46+00:00,,,
1249,,Y-eveeG 🐯,JaselgY,1.37e+18,False,TweetDeck,es,"🔴 Qatar 2022 LIVE:

🔥🇲🇽 Kevin Álvarez surrenders to Messi

https://t.co/0ouaSkqVT4

#TUMundial I #SeleccionMexicana I #FIFAWorldCup https://t.co/XrwgFaUuv8",False,['1596638732647829505'],1.6e+18,2022-11-26 22:55:12+00:00,,,
1250,"Álvaro Obregón, Distrito Feder",Bren,brelizza,9.81e+17,False,Twitter Web App,es,"@AlvaritoMorales There you have Messi, the shell of your mother, a failure. #SeleccionMexicana #Argentina #ArgentinavsMexico https://t.co/6hkddb2pcb",False,['1596638567023144960'],1.6e+18,2022-11-26 22:54:33+00:00,replied_to,,
1251,,Kanan peK,kananpek,1966378400.0,False,Twitter for iPhone,es,"That's right, ochoa, he lives on a good save, but he always does the same, a good goalkeeper saves us, and he couldn't and in this World Cup, our ordeal is finally over #SeleccionMexicana https://t.co/i6ecWDfxdM",False,['1596638497997459456'],1.6e+18,2022-11-26 22:54:16+00:00,quoted,,
1252,,GAMM 30,gammesbueno,1606274222.0,False,Twitter for iPhone,es,"THE ILLUSION IS TOTAL!

The Albiceleste team defeated Mexico 2-0 on the second date of group c. With great goals from @enzojfernandez and @leomessi, Argentina dreams of being among the top 16 in the competition.

#SeleccionArgentina #SeleccionMexicana #Qatar2022 #mundial https://t.co/ifskUUPK7O",False,['1596638442376425473'],1.6e+18,2022-11-26 22:54:03+00:00,,,
1253,"Pachuca de Soto, Hidalgo",Yaraví Daniela💛,YaraviRguez,1058655860.0,False,Twitter for Android,es,"@catrina_nortena Before, Mexican teams grew up against #Argentina🇦🇷 or #Brazil
And they played you for you.
This #SeleccionMexicana does not show strength, claw, fighting spirit.
The worst team I've seen in a long time.
#ThanksTelevisa",False,['1596638362139779072'],1.6e+18,2022-11-26 22:53:44+00:00,replied_to,,
1254,,Arturo Del Moral 🇲🇽,arturodelmoral,106118681.0,False,Twitter Web App,es,The Friday that we talked about #ArgentinavsMexico at @ArrobaFMOficial with Diego Fain @diegopera we said that Tata Martino should not be the coach of the #SeleccionMexicana @ValTorices @LuisAngelMarin @chostomo @oriak_art @DIEGOORTIZ55 https://t.co/JVtxZAZ0f6,False,['1596638339012374529'],1.6e+18,2022-11-26 22:53:38+00:00,,,
1255,en casa,Didier Mendez,DiMendez9,2185620055.0,False,Twitter for Android,es,"Totally agree

#SeleccionMexicana #Qatar2022 https://t.co/QOVvgP70pq",False,['1596638319726952448'],1.6e+18,2022-11-26 22:53:34+00:00,quoted,,
1256,En AGENCIA GLOBAL DE INFORMACI,Ag Información,AGINFOR,157057956.0,False,Twitter for Android,es,"I think in the end #TataMartino decided to become the most hated in #Mexico knowing that he will no longer continue in the #SeleccionMexicana, to return to Argentina as the most hated, although the team really couldn't do it for more .... @husseinforzan @ don_dramon @jsproduccione12",False,['1596638059985924097'],1.6e+18,2022-11-26 22:52:32+00:00,,,
1257,fifilandia,el Fifi mas Neoliberal pasquin inmundo,ElFiFiLoSo,474329117.0,False,Twitter for iPhone,es,"This is how the #mexicoargentina game was lived in the #Macroplaza. In the end it couldn't and they lost the #SeleccionMexicana 2-0 against #Argentina. Hundreds of people enjoyed the meeting with music, games and live shows.
#FIFAWorldCup #MexicoVsArgentina #WorldcupQatar2022 @MtyFollow https://t.co/4VQVs2Z56b",False,['1596637945133699072'],1.6e+18,2022-11-26 22:52:04+00:00,,,
1258,,Javi,Javisauriuss,2783263350.0,False,Twitter for iPhone,es,"The worst formula to play a World Cup is:
1. Have an Argentine coach 🇦🇷
2. Play the pass with Argentina 🇦🇷 with Argentine coach.

End of story…
#SeleccionMexicana #mexicoargentina #Mexico #QatarWorldCup",False,['1596637688228372480'],1.6e+18,2022-11-26 22:51:03+00:00,,,
1259,,ROY ROLES,ROY_ROLES,4331536821.0,False,Twitter for Android,es,"#fueraTataMartino what was expected was achieved, to be a representative failure of Mexican soccer, #SeleccionMexicana consider a Mexican strategist",False,['1596637573903966208'],1.6e+18,2022-11-26 22:50:36+00:00,,,
1260,,David Cervantes,DavidCe15652830,1.59e+18,False,Twitter for iPhone,es,"Thus the streak of Mexico in World Cup games:

Russia 2018
Vs Sweden 3-0
Vs Brazil 2-0

Qatar 2022
Vs Poland 0-0
Vs Argentina 2-0

Four games, 360 minutes without a goal.
Wednesday we have to break it!
#Mexican team",False,['1596637413941866496'],1.6e+18,2022-11-26 22:49:58+00:00,,,
1261,,mar RT A MI FIJADO,karevftderek,2784697011.0,False,Instagram,es,"Supporting @miseleccionmx 🇲🇽
There is still 1 game left ⚽🏆

Yes you can!

#miseleccionmx #fifaworldcup #worldcup #fifa #qatar2022 #seleccionmexicana #jerseymexico in Delicias, Chihuahua https://t.co/0xqvElWEsX",False,['1596637408186945537'],1.6e+18,2022-11-26 22:49:56+00:00,,Point,"[-105.468, 28.1949]"
1262,,Garfia666 (FreePicks),garfia666,1.18e+18,False,Twitter for iPhone,es,"That is true, Ricardo, but take the flag and propose real changes, such as the return of long tournaments, relegation and promotion, return to the libertadores or a league with the mls or a concachampions of the entire continent #SeleccionMexicana https:/ /t.co/LZR1FhR2DV",False,['1596637282672312320'],1.6e+18,2022-11-26 22:49:26+00:00,quoted,,
1263,"Tifton, GA",Lilo Kush,21luiseduardo02,1.59e+18,False,Twitter for Android,qme,#SeleccionMexicana https://t.co/zDPe4ZuIQL,False,['1596637197205061632'],1.6e+18,2022-11-26 22:49:06+00:00,,,
1264,"Monterrey, Nuevo León",Franco Zamarron ☇,FrancoZamarron,903205374.0,False,Twitter Web App,es,"World Cup Qatar 2022: Lionel Scaloni evades the pressure after victory against Mexico.
#Argentina #LionelScaloni #SeleccionMexicana #Mexico #MundialQatar2022 #Mundial2022 #Qatar #QatarWorldCup2022 #Qatar2022 #FIFAWorldCup #FIFAWorldCupQatar2022
https://t.co/HLk7Jj2GLD",False,['1596637102468632576'],1.6e+18,2022-11-26 22:48:43+00:00,,,
1265,,Soy Futbol,_SoyFutbol_,1.48e+18,False,Twitter for Android,es,"Mexico loses against Argentina
What did Mexico lack in this game? .

#SeleccionMexicana #QatarWorldCup2022 https://t.co/1y2dQndXqj",False,['1596637073699934208'],1.6e+18,2022-11-26 22:48:37+00:00,,,
1266,San Nicolás de los Garza,José Pulido,josep27_,1.17e+18,False,Twitter for iPhone,es,"But keep doing your crazy thing to remove relegation, to allow so much foreigners, their timeshare, their cool parties. Keep up with this @Irarragorri and @eazcarraga !!! #mexicoargentina #SeleccionMexicana #MexicoVsArgentina",False,['1596636894833827840'],1.6e+18,2022-11-26 22:47:54+00:00,,,
1267,Aún sin lugar fijo,Manuel Vega,_ManuelV_,7.2e+17,False,Twitter for iPhone,es,"Thus the message of #Chicharito

#javierhernandez #futbol #football #seleccionmexicana #worldcup #qatar2022 https://t.co/chmWh9C4XO",False,['1596636892078178304'],1.6e+18,2022-11-26 22:47:53+00:00,,,
1268,Mexico,Fútbol En Corto,futbolen_corto,1.14e+18,False,Instagram,es,@eamtr sends us the postcards of #pumasmx present in #qatar2022 always supporting #seleccionmexicana #teamscheibemx #scheibemx #portiuniversidad #pumasmx #goya #goyo #portiuniversidad @pumasmx https://t.co/RhkvZdCzjv,False,['1596636870921928707'],1.6e+18,2022-11-26 22:47:48+00:00,,,
1269,Friendzone,Daniel Oliva,naniel_o,319123465.0,False,Twitter for iPhone,es,"@mauriciopedroza I told you 👇👎👎
#Jimenez #Mex #QatarWorldCup2022 #Qat #SeleccionMexicana https://t.co/ebISQpLhAt",False,['1596636806111498243'],1.6e+18,2022-11-26 22:47:33+00:00,quoted,,
